clean_sentence,noisy_sentence,error_type
"বেসরকারি নর্থ সাউথ বিশ্ববিদ্যালয়ের উপাচার্য অধ্যাপক আবদুল হান্নান চৌধুরী বলেন, সরকারের ১৮০ দিনে বিরোধী দলকে রাস্তায় নামার মতো যথেষ্ট কারণ তৈরি হয়নি।","বেসরকারি নর্থ সাউথ বিশ্ববিদ্যালয়ের উপাচার্য অধ্যাপক আবদুল হান্নান চৌধুরী বলেন, সরকারের ১৮০ দিনে বিরোধী দলকে রাল্তায় নামার মতো যথেষ্ট কারণ তৈরি হয়নি।",keyboard
"বেসরকারি নর্থ সাউথ বিশ্ববিদ্যালয়ের উপাচার্য অধ্যাপক আবদুল হান্নান চৌধুরী বলেন, সরকারের ১৮০ দিনে বিরোধী দলকে রাস্তায় নামার মতো যথেষ্ট কারণ তৈরি হয়নি।","বেসরকারি নর্থ সাউথ বিশ্ববিদ্যালয়ের উপাচার্য অধ্যাপক আবদুল হান্নান চৌ ধুরী বলেন, সরকারের ১৮০ দিনে বিরোধী দলকে রাস্তায় নামার মতো যথেষ্ট কারণ তৈরি হয়নি।",split
"বেসরকারি নর্থ সাউথ বিশ্ববিদ্যালয়ের উপাচার্য অধ্যাপক আবদুল হান্নান চৌধুরী বলেন, সরকারের ১৮০ দিনে বিরোধী দলকে রাস্তায় নামার মতো যথেষ্ট কারণ তৈরি হয়নি।","বেসরকারি নর্থ সাউথ বিশ্ববিদ্যালয়ের উপাচার্য অধ্যাপক আবদুল হান্নান চৌধুরী বলেন, সরকারের ১৮০ দিনে বিরোধী দলকেরাস্তায় নামার মতো যথেষ্ট কারণ তৈরি হয়নি।",run_on
"জাতীয় মসজিদ বায়তুল মোকাররমের উত্তর গেটে দলের ঢাকা মহানগরী শাখা আয়োজিত এ সমাবেশে দলটির সেক্রেটারি জেনারেল মিয়া গোলাম পরওয়ার বলেন, এই আইন প্রত্যাহার না করলে আন্দোলন আরও জোরদার করা হবে।","জাতীয় মসজিদ বায়তুল মোকাররমের উত্তর গেটে দলের ঢাকা মহানগরী শাখা আয়োজিত এ শমাবেশে দলটির সেক্রেটারি জেনারেল মিয়া গোলাম পরওয়ার বলেন, এই আইন প্রত্যাহার না করলে আন্দোলন আরও জোরদার করা হবে।",phonetic
"জাতীয় মসজিদ বায়তুল মোকাররমের উত্তর গেটে দলের ঢাকা মহানগরী শাখা আয়োজিত এ সমাবেশে দলটির সেক্রেটারি জেনারেল মিয়া গোলাম পরওয়ার বলেন, এই আইন প্রত্যাহার না করলে আন্দোলন আরও জোরদার করা হবে।","জাতীয় মসজিদ বায়তুল মোকাররমের উত্তর গেটে দলের ঢাকা মহানগরী শাখা আয়োজিত এ সমাবেশে দলটির সেক্রেটারি জেনারেল মিয়া গোলাম পরওয়ার ভলেন, এই আইন প্রত্যাহার না করলে আন্দোলন আরও জোরদার করা হবে।",visual
"জাতীয় মসজিদ বায়তুল মোকাররমের উত্তর গেটে দলের ঢাকা মহানগরী শাখা আয়োজিত এ সমাবেশে দলটির সেক্রেটারি জেনারেল মিয়া গোলাম পরওয়ার বলেন, এই আইন প্রত্যাহার না করলে আন্দোলন আরও জোরদার করা হবে।","জাতীয় মসজিদ বায়তুল মোকাররমের উত্তর গেটে দলের ঢাকা মহানগরী শাখা আয়োজিত এ সমাবেশে দলটির সেক্রেটারি জেনারেল মিয়া গোলাম পরওয়ার বলেন, এই আইন প্রত্যাহার না করলে আন্দোলন আরও জোরদের করা হবে।",keyboard
"জাতীয় মসজিদ বায়তুল মোকাররমের উত্তর গেটে দলের ঢাকা মহানগরী শাখা আয়োজিত এ সমাবেশে দলটির সেক্রেটারি জেনারেল মিয়া গোলাম পরওয়ার বলেন, এই আইন প্রত্যাহার না করলে আন্দোলন আরও জোরদার করা হবে।","জাতীয় মসজিদ বায়তুল মোকাররমের উত্তর গেটে দলের ঢাকা মহানগরী শাখা আয়োজিত এ সমাবেশে দলটির সেক্রেটারি জেনারেল মিয়া গোলাম পরওয়ার বলেন, এই আইন প্রত্যাহার না করলে আন্দো লন আরও জোরদার করা হবে।",split
"জাতীয় মসজিদ বায়তুল মোকাররমের উত্তর গেটে দলের ঢাকা মহানগরী শাখা আয়োজিত এ সমাবেশে দলটির সেক্রেটারি জেনারেল মিয়া গোলাম পরওয়ার বলেন, এই আইন প্রত্যাহার না করলে আন্দোলন আরও জোরদার করা হবে।","জাতীয় মসজিদ বায়তুল মোকাররমেরউত্তর গেটে দলের ঢাকা মহানগরী শাখা আয়োজিত এ সমাবেশে দলটির সেক্রেটারি জেনারেল মিয়া গোলাম পরওয়ার বলেন, এই আইন প্রত্যাহার না করলে আন্দোলন আরও জোরদার করা হবে।",run_on
আগামী ২-৩ মাসের মধ্যে জন্মনিয়ন্ত্রণ সামগ্রী ও প্রয়োজনীয় ওষুধের সরবরাহ পরিস্থিতি স্বাভাবিক পর্যায়ে ফিরে আসবে।,আগামী ২-৩ মাসের মধ্যে জণ্মনিয়ন্ত্রণ সামগ্রী ও প্রয়োজনীয় ওষুধের সরবরাহ পরিস্থিতি স্বাভাবিক পর্যায়ে ফিরে আসবে।,phonetic
আগামী ২-৩ মাসের মধ্যে জন্মনিয়ন্ত্রণ সামগ্রী ও প্রয়োজনীয় ওষুধের সরবরাহ পরিস্থিতি স্বাভাবিক পর্যায়ে ফিরে আসবে।,আগামী ২-৩ মাসের মধ্যে জন্মনিয়ন্ত্রণ সামগ্রী ও ফ্রয়োজনীয় ওষুধের সরবরাহ পরিস্থিতি স্বাভাবিক পর্যায়ে ফিরে আসবে।,visual
আগামী ২-৩ মাসের মধ্যে জন্মনিয়ন্ত্রণ সামগ্রী ও প্রয়োজনীয় ওষুধের সরবরাহ পরিস্থিতি স্বাভাবিক পর্যায়ে ফিরে আসবে।,আকামী ২-৩ মাসের মধ্যে জন্মনিয়ন্ত্রণ সামগ্রী ও প্রয়োজনীয় ওষুধের সরবরাহ পরিস্থিতি স্বাভাবিক পর্যায়ে ফিরে আসবে।,keyboard
আগামী ২-৩ মাসের মধ্যে জন্মনিয়ন্ত্রণ সামগ্রী ও প্রয়োজনীয় ওষুধের সরবরাহ পরিস্থিতি স্বাভাবিক পর্যায়ে ফিরে আসবে।,আগামী ২-৩ মাসের মধ্যে জন্মনিয়ন্ত্রণ সামগ্রী ও প্রয়োজনীয় ওষুধের সরবরাহ পরিস্থিতি স্বাভাবিক পর্যা য়ে ফিরে আসবে।,split
আগামী ২-৩ মাসের মধ্যে জন্মনিয়ন্ত্রণ সামগ্রী ও প্রয়োজনীয় ওষুধের সরবরাহ পরিস্থিতি স্বাভাবিক পর্যায়ে ফিরে আসবে।,আগামী ২-৩ মাসের মধ্যে জন্মনিয়ন্ত্রণ সামগ্রী ও প্রয়োজনীয় ওষুধের সরবরাহপরিস্থিতি স্বাভাবিক পর্যায়ে ফিরে আসবে।,run_on
আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল–১–এর কাছে আজ বৃহস্পতিবার এ জামিন আবেদন করা হয়।,আন্তর্জাতিক অপরাধ ট্রাইব্যুণাল–১–এর কাছে আজ বৃহস্পতিবার এ জামিন আবেদন করা হয়।,phonetic
আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল–১–এর কাছে আজ বৃহস্পতিবার এ জামিন আবেদন করা হয়।,আন্তর্জাতিক অপরাধ ত্রাইব্যুনাল–১–এর কাছে আজ বৃহস্পতিবার এ জামিন আবেদন করা হয়।,visual
আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল–১–এর কাছে আজ বৃহস্পতিবার এ জামিন আবেদন করা হয়।,আন্তর্জাতিক অপরাধ ট্রেইব্যুনাল–১–এর কাছে আজ বৃহস্পতিবার এ জামিন আবেদন করা হয়।,keyboard
আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল–১–এর কাছে আজ বৃহস্পতিবার এ জামিন আবেদন করা হয়।,আন্তর্জা তিক অপরাধ ট্রাইব্যুনাল–১–এর কাছে আজ বৃহস্পতিবার এ জামিন আবেদন করা হয়।,split
আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল–১–এর কাছে আজ বৃহস্পতিবার এ জামিন আবেদন করা হয়।,আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল–১–এরকাছে আজ বৃহস্পতিবার এ জামিন আবেদন করা হয়।,run_on
"রংপুর শহরে অবসরপ্রাপ্ত এক স্কুলশিক্ষক, তাঁর স্ত্রী ও দুই সন্তানকে হত্যার নেপথ্য কারণ হিসেবে পুলিশ প্রথমে ধারণা করেছিল, এটা ডাকাতি।","রংপুর শহরে অবসরপ্রাপ্ত এক স্কুলশিক্ষক, তাঁর স্ত্রী ও দুই সন্তানকে হত্জার নেপথ্য কারণ হিসেবে পুলিশ প্রথমে ধারণা করেছিল, এটা ডাকাতি।",phonetic
"রংপুর শহরে অবসরপ্রাপ্ত এক স্কুলশিক্ষক, তাঁর স্ত্রী ও দুই সন্তানকে হত্যার নেপথ্য কারণ হিসেবে পুলিশ প্রথমে ধারণা করেছিল, এটা ডাকাতি।","রংপুর শহরে অবসরপ্রাপ্ত এক স্কুলশিক্ষক, তাঁর স্ত্রী ও দুই সন্তানকে হত্যার নেপথ্য কারণ হিসেবে পুলিশ প্রথমে ধারণা করেছিল, এতা ডাকাতি।",visual
"রংপুর শহরে অবসরপ্রাপ্ত এক স্কুলশিক্ষক, তাঁর স্ত্রী ও দুই সন্তানকে হত্যার নেপথ্য কারণ হিসেবে পুলিশ প্রথমে ধারণা করেছিল, এটা ডাকাতি।","রংপুর শহরে অবসরপ্রাপ্ত এক স্কুলশিক্ষক, তাঁর স্ত্রী ও দুই সন্রানকে হত্যার নেপথ্য কারণ হিসেবে পুলিশ প্রথমে ধারণা করেছিল, এটা ডাকাতি।",keyboard
"রংপুর শহরে অবসরপ্রাপ্ত এক স্কুলশিক্ষক, তাঁর স্ত্রী ও দুই সন্তানকে হত্যার নেপথ্য কারণ হিসেবে পুলিশ প্রথমে ধারণা করেছিল, এটা ডাকাতি।","রংপুর শহরে অবসরপ্রাপ্ত এক স্কুলশিক্ষক, তাঁর স্ত্রী ও দুই সন্তানকে হত্যা র নেপথ্য কারণ হিসেবে পুলিশ প্রথমে ধারণা করেছিল, এটা ডাকাতি।",split
"রংপুর শহরে অবসরপ্রাপ্ত এক স্কুলশিক্ষক, তাঁর স্ত্রী ও দুই সন্তানকে হত্যার নেপথ্য কারণ হিসেবে পুলিশ প্রথমে ধারণা করেছিল, এটা ডাকাতি।","রংপুর শহরে অবসরপ্রাপ্ত এক স্কুলশিক্ষক, তাঁর স্ত্রী ও দুই সন্তানকে হত্যারনেপথ্য কারণ হিসেবে পুলিশ প্রথমে ধারণা করেছিল, এটা ডাকাতি।",run_on
নানাভাইও কৃষিকাজের সঙ্গে যুক্ত ছিলেন।,নাণাভাইও কৃষিকাজের সঙ্গে যুক্ত ছিলেন।,phonetic
নানাভাইও কৃষিকাজের সঙ্গে যুক্ত ছিলেন।,নানাভাইও কৃষিকাজের সঙ্গে যুক্ট ছিলেন।,visual
নানাভাইও কৃষিকাজের সঙ্গে যুক্ত ছিলেন।,নানাভাইও কৃষিকাজেড সঙ্গে যুক্ত ছিলেন।,keyboard
নানাভাইও কৃষিকাজের সঙ্গে যুক্ত ছিলেন।,নানাভাইও কৃষিকাজে র সঙ্গে যুক্ত ছিলেন।,split
নানাভাইও কৃষিকাজের সঙ্গে যুক্ত ছিলেন।,নানাভাইও কৃষিকাজেরসঙ্গে যুক্ত ছিলেন।,run_on
একই সময়ে পরিবারের কাছ থেকেও বাধা আসা শুরু করে বলে জানান সোহাগ।,একঈ সময়ে পরিবারের কাছ থেকেও বাধা আসা শুরু করে বলে জানান সোহাগ।,phonetic
একই সময়ে পরিবারের কাছ থেকেও বাধা আসা শুরু করে বলে জানান সোহাগ।,একই সময়ে পরিবারের কাছ থেকেও বাদা আসা শুরু করে বলে জানান সোহাগ।,visual
একই সময়ে পরিবারের কাছ থেকেও বাধা আসা শুরু করে বলে জানান সোহাগ।,এখই সময়ে পরিবারের কাছ থেকেও বাধা আসা শুরু করে বলে জানান সোহাগ।,keyboard
একই সময়ে পরিবারের কাছ থেকেও বাধা আসা শুরু করে বলে জানান সোহাগ।,একই সময়ে পরি বারের কাছ থেকেও বাধা আসা শুরু করে বলে জানান সোহাগ।,split
একই সময়ে পরিবারের কাছ থেকেও বাধা আসা শুরু করে বলে জানান সোহাগ।,একইসময়ে পরিবারের কাছ থেকেও বাধা আসা শুরু করে বলে জানান সোহাগ।,run_on
বাবার নাম মো. রজব আলী।,বাবার ণাম মো. রজব আলী।,phonetic
বাবার নাম মো. রজব আলী।,বাভার নাম মো. রজব আলী।,visual
বাবার নাম মো. রজব আলী।,বাবার নাম নো. রজব আলী।,keyboard
বাবার নাম মো. রজব আলী।,বা বার নাম মো. রজব আলী।,split
বাবার নাম মো. রজব আলী।,বাবার নাম মো. রজবআলী।,run_on
ওই বক্তব্যে তিনি উর্দুকে পাকিস্তানের একমাত্র রাষ্ট্রভাষা করার কথা বলেছিলেন।,ওই বক্তব্যে তিনি উর্দুকে পাকিশ্তানের একমাত্র রাষ্ট্রভাষা করার কথা বলেছিলেন।,phonetic
ওই বক্তব্যে তিনি উর্দুকে পাকিস্তানের একমাত্র রাষ্ট্রভাষা করার কথা বলেছিলেন।,ওই বক্তভ্যে তিনি উর্দুকে পাকিস্তানের একমাত্র রাষ্ট্রভাষা করার কথা বলেছিলেন।,visual
ওই বক্তব্যে তিনি উর্দুকে পাকিস্তানের একমাত্র রাষ্ট্রভাষা করার কথা বলেছিলেন।,ওই বক্তব্যে তিনি উর্দুকে পাকীস্তানের একমাত্র রাষ্ট্রভাষা করার কথা বলেছিলেন।,keyboard
ওই বক্তব্যে তিনি উর্দুকে পাকিস্তানের একমাত্র রাষ্ট্রভাষা করার কথা বলেছিলেন।,ওই বক্তব্যে তিনি উর্দু কে পাকিস্তানের একমাত্র রাষ্ট্রভাষা করার কথা বলেছিলেন।,split
ওই বক্তব্যে তিনি উর্দুকে পাকিস্তানের একমাত্র রাষ্ট্রভাষা করার কথা বলেছিলেন।,ওই বক্তব্যে তিনি উর্দুকেপাকিস্তানের একমাত্র রাষ্ট্রভাষা করার কথা বলেছিলেন।,run_on
বছরে প্রায় ৪৪ হাজার মানুষ যক্ষ্মায় মারা যায়।,বছরে প্রায় ৪৪ হাজার মানুষ যক্ষ্মায় মারা যাজ়।,phonetic
বছরে প্রায় ৪৪ হাজার মানুষ যক্ষ্মায় মারা যায়।,বছরে ফ্রায় ৪৪ হাজার মানুষ যক্ষ্মায় মারা যায়।,visual
বছরে প্রায় ৪৪ হাজার মানুষ যক্ষ্মায় মারা যায়।,বছরে প্রায় ৪৪ হাজার মানুষ যক্ষ্মায় মারা যেয়।,keyboard
বছরে প্রায় ৪৪ হাজার মানুষ যক্ষ্মায় মারা যায়।,বছরে প্রায় ৪৪ হাজার মানুষ যক্ষ্মা য় মারা যায়।,split
বছরে প্রায় ৪৪ হাজার মানুষ যক্ষ্মায় মারা যায়।,বছরে প্রায় ৪৪ হাজারমানুষ যক্ষ্মায় মারা যায়।,run_on
"তাদের আশঙ্কা ছিল, পাকিস্তানি রাষ্ট্রীয় আদর্শ ও ধর্মীয় পরিচয়কে শিক্ষার প্রধান ভিত্তি করা হলে বাঙালির ভাষা, সংস্কৃতি ও জাতীয় পরিচয় আরও পিছিয়ে পড়বে।","তাদের আশঙ্কা ছিল, পাকিস্তানি রাষ্ট্রীয় আদর্শ ও ধর্মীজ় পরিচয়কে শিক্ষার প্রধান ভিত্তি করা হলে বাঙালির ভাষা, সংস্কৃতি ও জাতীয় পরিচয় আরও পিছিয়ে পড়বে।",phonetic
"তাদের আশঙ্কা ছিল, পাকিস্তানি রাষ্ট্রীয় আদর্শ ও ধর্মীয় পরিচয়কে শিক্ষার প্রধান ভিত্তি করা হলে বাঙালির ভাষা, সংস্কৃতি ও জাতীয় পরিচয় আরও পিছিয়ে পড়বে।","তাধের আশঙ্কা ছিল, পাকিস্তানি রাষ্ট্রীয় আদর্শ ও ধর্মীয় পরিচয়কে শিক্ষার প্রধান ভিত্তি করা হলে বাঙালির ভাষা, সংস্কৃতি ও জাতীয় পরিচয় আরও পিছিয়ে পড়বে।",visual
"তাদের আশঙ্কা ছিল, পাকিস্তানি রাষ্ট্রীয় আদর্শ ও ধর্মীয় পরিচয়কে শিক্ষার প্রধান ভিত্তি করা হলে বাঙালির ভাষা, সংস্কৃতি ও জাতীয় পরিচয় আরও পিছিয়ে পড়বে।","তাদের আশঙ্কা ছিল, পাকিস্তানি রাষ্ট্রীয় আদর্শ ও ধর্মীয় পরিচয়কে লিক্ষার প্রধান ভিত্তি করা হলে বাঙালির ভাষা, সংস্কৃতি ও জাতীয় পরিচয় আরও পিছিয়ে পড়বে।",keyboard
"তাদের আশঙ্কা ছিল, পাকিস্তানি রাষ্ট্রীয় আদর্শ ও ধর্মীয় পরিচয়কে শিক্ষার প্রধান ভিত্তি করা হলে বাঙালির ভাষা, সংস্কৃতি ও জাতীয় পরিচয় আরও পিছিয়ে পড়বে।","তাদের আশঙ্কা ছিল, পাকিস্তানি রাষ্ট্রীয় আদর্শ ও ধর্মীয় পরিচয়কে শিক্ষার প্রধান ভি ত্তি করা হলে বাঙালির ভাষা, সংস্কৃতি ও জাতীয় পরিচয় আরও পিছিয়ে পড়বে।",split
"তাদের আশঙ্কা ছিল, পাকিস্তানি রাষ্ট্রীয় আদর্শ ও ধর্মীয় পরিচয়কে শিক্ষার প্রধান ভিত্তি করা হলে বাঙালির ভাষা, সংস্কৃতি ও জাতীয় পরিচয় আরও পিছিয়ে পড়বে।","তাদের আশঙ্কা ছিল, পাকিস্তানি রাষ্ট্রীয় আদর্শ ও ধর্মীয় পরিচয়কে শিক্ষার প্রধান ভিত্তি করা হলে বাঙালিরভাষা, সংস্কৃতি ও জাতীয় পরিচয় আরও পিছিয়ে পড়বে।",run_on
এখানে স্থানগত বিষয়টিও গুরুত্বপূর্ণ।,এখানে শ্থানগত বিষয়টিও গুরুত্বপূর্ণ।,phonetic
এখানে স্থানগত বিষয়টিও গুরুত্বপূর্ণ।,এখানে স্থানগত বিষয়তিও গুরুত্বপূর্ণ।,visual
এখানে স্থানগত বিষয়টিও গুরুত্বপূর্ণ।,এখানে স্থানগত বিষয়টিও গুতুত্বপূর্ণ।,keyboard
এখানে স্থানগত বিষয়টিও গুরুত্বপূর্ণ।,এখানে স্থা নগত বিষয়টিও গুরুত্বপূর্ণ।,split
এখানে স্থানগত বিষয়টিও গুরুত্বপূর্ণ।,এখানেস্থানগত বিষয়টিও গুরুত্বপূর্ণ।,run_on
মতবিনিময় সভায় মূল প্রবন্ধ উপস্থাপন করেন এশীয় প্রবৃদ্ধি ইনস্টিটিউটের অধ্যাপক ও বাপার সহসভাপতি নজরুল ইসলাম।,মতবিনিময় সভায় মূল প্রবন্ধ উপস্থাপন করেন এশীয় প্রবৃদ্ধি ইনস্টিটিউটের অধ্যাপক ও বাপার শহসভাপতি নজরুল ইসলাম।,phonetic
মতবিনিময় সভায় মূল প্রবন্ধ উপস্থাপন করেন এশীয় প্রবৃদ্ধি ইনস্টিটিউটের অধ্যাপক ও বাপার সহসভাপতি নজরুল ইসলাম।,মতবিনিময় সভায় মূল প্রভন্ধ উপস্থাপন করেন এশীয় প্রবৃদ্ধি ইনস্টিটিউটের অধ্যাপক ও বাপার সহসভাপতি নজরুল ইসলাম।,visual
মতবিনিময় সভায় মূল প্রবন্ধ উপস্থাপন করেন এশীয় প্রবৃদ্ধি ইনস্টিটিউটের অধ্যাপক ও বাপার সহসভাপতি নজরুল ইসলাম।,মতবিনিময় সভায় মূল প্রবন্ধ উপস্থাপন করেন এশীয় প্রবৃদ্ধি ইনল্টিটিউটের অধ্যাপক ও বাপার সহসভাপতি নজরুল ইসলাম।,keyboard
মতবিনিময় সভায় মূল প্রবন্ধ উপস্থাপন করেন এশীয় প্রবৃদ্ধি ইনস্টিটিউটের অধ্যাপক ও বাপার সহসভাপতি নজরুল ইসলাম।,মতবিনিময় সভা য় মূল প্রবন্ধ উপস্থাপন করেন এশীয় প্রবৃদ্ধি ইনস্টিটিউটের অধ্যাপক ও বাপার সহসভাপতি নজরুল ইসলাম।,split
মতবিনিময় সভায় মূল প্রবন্ধ উপস্থাপন করেন এশীয় প্রবৃদ্ধি ইনস্টিটিউটের অধ্যাপক ও বাপার সহসভাপতি নজরুল ইসলাম।,মতবিনিময় সভায় মূল প্রবন্ধ উপস্থাপনকরেন এশীয় প্রবৃদ্ধি ইনস্টিটিউটের অধ্যাপক ও বাপার সহসভাপতি নজরুল ইসলাম।,run_on
"অথচ যাঁরা এ অর্থ পাঠান, তাঁদের জীবনযাপন ও কর্মপরিবেশ নিয়ে যথেষ্ট আলোচনা নেই।","অথচ যাঁরা এ অর্থ পাঠাণ, তাঁদের জীবনযাপন ও কর্মপরিবেশ নিয়ে যথেষ্ট আলোচনা নেই।",phonetic
"অথচ যাঁরা এ অর্থ পাঠান, তাঁদের জীবনযাপন ও কর্মপরিবেশ নিয়ে যথেষ্ট আলোচনা নেই।","অথচ যাঁরা এ অর্থ পাঠান, তাঁদের জীবনযাপন ও কর্মপরিভেশ নিয়ে যথেষ্ট আলোচনা নেই।",visual
"অথচ যাঁরা এ অর্থ পাঠান, তাঁদের জীবনযাপন ও কর্মপরিবেশ নিয়ে যথেষ্ট আলোচনা নেই।","অথচ যাঁরা এ অর্থ পাঠান, তাঁদের জীবমযাপন ও কর্মপরিবেশ নিয়ে যথেষ্ট আলোচনা নেই।",keyboard
"অথচ যাঁরা এ অর্থ পাঠান, তাঁদের জীবনযাপন ও কর্মপরিবেশ নিয়ে যথেষ্ট আলোচনা নেই।","অথচ যাঁরা এ অর্থ পাঠান, তাঁদে র জীবনযাপন ও কর্মপরিবেশ নিয়ে যথেষ্ট আলোচনা নেই।",split
"অথচ যাঁরা এ অর্থ পাঠান, তাঁদের জীবনযাপন ও কর্মপরিবেশ নিয়ে যথেষ্ট আলোচনা নেই।","অথচ যাঁরা এ অর্থ পাঠান, তাঁদের জীবনযাপন ও কর্মপরিবেশনিয়ে যথেষ্ট আলোচনা নেই।",run_on
"তাঁর মতে, জঙ্গল সলিমপুরের অভিজ্ঞতা মাথায় রেখে জঙ্গল দক্ষিণ পাহাড়তলীতে এখনই পাহাড় কাটা ও দখল বন্ধ করতে হবে।","তাঁর মতে, জঙ্গল সলিমপুরের অভিজ্ঞতা মাথায় রেখে যঙ্গল দক্ষিণ পাহাড়তলীতে এখনই পাহাড় কাটা ও দখল বন্ধ করতে হবে।",phonetic
"তাঁর মতে, জঙ্গল সলিমপুরের অভিজ্ঞতা মাথায় রেখে জঙ্গল দক্ষিণ পাহাড়তলীতে এখনই পাহাড় কাটা ও দখল বন্ধ করতে হবে।","তাঁর মতে, জঙ্গল সলিমপুরের অভিজ্ঞতা মাথায় রেখে জঙ্গল দক্ষিণ পাহাড়তলীতে এখনই পাহাড় কাটা ও ধখল বন্ধ করতে হবে।",visual
"তাঁর মতে, জঙ্গল সলিমপুরের অভিজ্ঞতা মাথায় রেখে জঙ্গল দক্ষিণ পাহাড়তলীতে এখনই পাহাড় কাটা ও দখল বন্ধ করতে হবে।","তাঁর মতে, জঙ্গল সলিমপুরের অভিজ্ঞতা মাথায় রেখে জঙ্গশ দক্ষিণ পাহাড়তলীতে এখনই পাহাড় কাটা ও দখল বন্ধ করতে হবে।",keyboard
"তাঁর মতে, জঙ্গল সলিমপুরের অভিজ্ঞতা মাথায় রেখে জঙ্গল দক্ষিণ পাহাড়তলীতে এখনই পাহাড় কাটা ও দখল বন্ধ করতে হবে।","তাঁর মতে, জঙ্গল সলিমপুরের অভিজ্ঞতা মা থায় রেখে জঙ্গল দক্ষিণ পাহাড়তলীতে এখনই পাহাড় কাটা ও দখল বন্ধ করতে হবে।",split
"তাঁর মতে, জঙ্গল সলিমপুরের অভিজ্ঞতা মাথায় রেখে জঙ্গল দক্ষিণ পাহাড়তলীতে এখনই পাহাড় কাটা ও দখল বন্ধ করতে হবে।","তাঁর মতে, জঙ্গল সলিমপুরের অভিজ্ঞতা মাথায় রেখে জঙ্গলদক্ষিণ পাহাড়তলীতে এখনই পাহাড় কাটা ও দখল বন্ধ করতে হবে।",run_on
আর পিরোজপুরের এসপি মোহাম্মদ মনজুর আহমেদ সিদ্দিকীকে সিআইডির বিশেষ পুলিশ সুপার করা হয়েছে।,আর পিরোজপুরের এসপি মোহাম্মদ মনজুর আহমেদ সিদ্দিকীকে সিআইড়ির বিশেষ পুলিশ সুপার করা হয়েছে।,phonetic
আর পিরোজপুরের এসপি মোহাম্মদ মনজুর আহমেদ সিদ্দিকীকে সিআইডির বিশেষ পুলিশ সুপার করা হয়েছে।,আর পিরোজপুরের এসপি মোহাম্মদ মনজুর আহমেধ সিদ্দিকীকে সিআইডির বিশেষ পুলিশ সুপার করা হয়েছে।,visual
আর পিরোজপুরের এসপি মোহাম্মদ মনজুর আহমেদ সিদ্দিকীকে সিআইডির বিশেষ পুলিশ সুপার করা হয়েছে।,আর পিরোজপুরের এসপি মোহাম্মদ মনজুত আহমেদ সিদ্দিকীকে সিআইডির বিশেষ পুলিশ সুপার করা হয়েছে।,keyboard
আর পিরোজপুরের এসপি মোহাম্মদ মনজুর আহমেদ সিদ্দিকীকে সিআইডির বিশেষ পুলিশ সুপার করা হয়েছে।,আর পিরোজপুরের এসপি মোহাম্মদ মনজুর আহমে দ সিদ্দিকীকে সিআইডির বিশেষ পুলিশ সুপার করা হয়েছে।,split
আর পিরোজপুরের এসপি মোহাম্মদ মনজুর আহমেদ সিদ্দিকীকে সিআইডির বিশেষ পুলিশ সুপার করা হয়েছে।,আর পিরোজপুরের এসপি মোহাম্মদ মনজুর আহমেদ সিদ্দিকীকে সিআইডির বিশেষ পুলিশসুপার করা হয়েছে।,run_on
সময়ের সঙ্গে ইনক্রিমেন্ট যুক্ত হয়ে এই মূল বেতন সর্বোচ্চ ৫৮ হাজার টাকা পর্যন্ত হওয়ার সুযোগ রয়েছে।,সময়ের সঙ্গে ইনক্রিমেন্ট যুক্ত হজ়ে এই মূল বেতন সর্বোচ্চ ৫৮ হাজার টাকা পর্যন্ত হওয়ার সুযোগ রয়েছে।,phonetic
সময়ের সঙ্গে ইনক্রিমেন্ট যুক্ত হয়ে এই মূল বেতন সর্বোচ্চ ৫৮ হাজার টাকা পর্যন্ত হওয়ার সুযোগ রয়েছে।,সময়ের সঙ্গে ইনক্রিমেন্ট যুক্ত হয়ে এই মূল বেতন সর্বোচ্চ ৫৮ হাজার তাকা পর্যন্ত হওয়ার সুযোগ রয়েছে।,visual
সময়ের সঙ্গে ইনক্রিমেন্ট যুক্ত হয়ে এই মূল বেতন সর্বোচ্চ ৫৮ হাজার টাকা পর্যন্ত হওয়ার সুযোগ রয়েছে।,সময়ের সঙ্গে ইনক্রিমেন্ট যুক্ত হয়ে এই মূল বেতন সর্বোচ্চ ৫৮ হাজার টাকা পত্যন্ত হওয়ার সুযোগ রয়েছে।,keyboard
সময়ের সঙ্গে ইনক্রিমেন্ট যুক্ত হয়ে এই মূল বেতন সর্বোচ্চ ৫৮ হাজার টাকা পর্যন্ত হওয়ার সুযোগ রয়েছে।,সময়ের সঙ্গে ইনক্রিমেন্ট যুক্ত হয়ে এই মূল বেতন সর্বোচ্চ ৫৮ হাজার টাকা পর্যন্ত হওয়ার সুযো গ রয়েছে।,split
